Ldim_ID,Zebra_Prot_ID,Gene_Name,Identity,Length,Mism,Gap,qs,qe,ss,se,Evalue,Bitscore
g9553,lcl|NC_133189.1_prot_XP_002664429.3_52725,aff2,56.4,264,101,3,938,1192,1010,1268,2.18e-76,278.0
g20866,lcl|NC_133188.1_prot_NP_001018593.2_51353,nanp,56.4,243,105,1,1,243,2,243,4.85e-90,267.0
g2130,lcl|NC_133180.1_prot_NP_001032192.1_18190,apooa,56.4,181,77,1,3,183,12,190,2.4e-66,203.0
g19851,lcl|NC_133191.1_prot_NP_001038905.2_60776,mrpl32,56.4,179,72,2,2,180,1,173,1.5400000000000001e-59,185.0
g11112,lcl|NC_133182.1_prot_NP_001313625.1_29650,tent4b,56.4,188,61,6,1,188,1,167,1.72e-49,171.0
g22155,lcl|NC_133198.1_prot_XP_009295291.3_83214,LOC110437716,56.4,156,65,2,1,156,44,196,5.67e-53,168.0
g7100,lcl|NC_133183.1_prot_XP_017212922.2_32706,glis1b,56.4,149,42,5,430,567,429,565,1.31e-42,168.0
g17604,lcl|NC_133195.1_prot_NP_001292548.1_71649,nmu,56.4,117,49,1,29,143,15,131,1.08e-33,116.0
g21444,lcl|NC_133196.1_prot_XP_021324911.1_77346,apbb3,56.4,39,17,0,423,461,28,66,6.44e-08,57.4
g23013,lcl|NC_133183.1_prot_XP_073767423.1_35591,bsna,56.3,4055,1302,107,227,4150,127,3842,0.0,2777.0
g7043,lcl|NC_133185.1_prot_XP_073769586.1_39559,sec31a,56.3,1484,381,18,1,1478,1,1223,0.0,1460.0
g2795,lcl|NC_133183.1_prot_NP_001116730.1_33761,aopep,56.3,869,296,12,1,867,1,787,0.0,903.0
g10001,lcl|NC_133177.1_prot_NP_001070916.2_5860,cdh7a,56.3,753,319,4,37,787,33,777,2.33e-301,847.0
g22989,lcl|NC_133183.1_prot_NP_001035437.2_33574,zgc:136971,56.3,712,285,4,6,694,5,713,6.14e-291,814.0
g21310,lcl|NC_133189.1_prot_NP_001074457.1_53735,sytl4,56.3,716,272,13,8,715,7,689,6.9500000000000004e-245,697.0
g11060,lcl|NC_133182.1_prot_XP_001333781.2_31297,atxn1l,56.3,846,268,25,1,825,1,765,6.329999999999999e-225,653.0
g13288,lcl|NC_133194.1_prot_NP_001070232.1_70527,utp18,56.3,497,205,4,38,531,20,507,9.64e-194,552.0
g9712,lcl|NC_133181.1_prot_XP_073809775.1_23420,mpp4b,56.3,474,182,4,558,1010,2,471,1.56e-183,542.0
g2254,lcl|NC_133179.1_prot_XP_068076385.1_15132,LOC137491186,56.3,494,203,4,659,1152,178,658,4.79e-177,539.0
g1868,lcl|NC_133195.1_prot_NP_001303877.1_71119,opn7a,56.3,449,182,3,1,440,1,444,4.38e-180,512.0
g1334,lcl|NC_133177.1_prot_XP_021324061.1_7981,nop9,56.3,449,191,3,174,618,76,523,4.22e-171,499.0
g20236,lcl|NC_133188.1_prot_XP_073776340.1_51270,LOC101886918,56.3,497,187,11,27,517,33,505,1.27e-162,473.0
g9689,lcl|NC_133184.1_prot_NP_001119907.2_36672,wdr4,56.3,391,166,4,1,389,1,388,1.5e-145,421.0
g12243,lcl|NC_133179.1_prot_NP_956657.1_14421,rassf8b,56.3,437,168,5,4,437,1,417,4.66e-140,409.0
g14102,lcl|NC_133187.1_prot_NP_001007188.1_48186,fam53b,56.3,416,142,13,1,413,1,379,4.63e-127,373.0
g17730,lcl|NC_133181.1_prot_XP_002662532.1_25292,traf3ip2l,56.3,366,131,11,85,436,86,436,9.68e-117,350.0
g15161,lcl|NC_133181.1_prot_NP_001004584.2_23367,cavin2b,56.3,435,129,12,6,403,16,426,8.3e-112,338.0
g16288,lcl|NC_133178.1_prot_XP_073801010.1_11307,fam83ga,56.3,300,117,3,166,458,2,294,4.81e-94,325.0
g5191,lcl|NC_133194.1_prot_XP_003200594.1_68408,rnf115b,56.3,288,114,4,1,279,1,285,2.28e-102,303.0
g5193,lcl|NC_133194.1_prot_XP_073787010.1_68424,lrrc71,56.3,373,140,5,92,448,4,369,4.74e-96,296.0
g4576,lcl|NC_133194.1_prot_XP_073786884.1_67741,glmp,56.3,224,91,4,179,400,3,221,3.38e-78,242.0
g21885,lcl|NC_133189.1_prot_NP_997960.1_52228,dnd1,56.3,208,90,1,10,216,16,223,5.95e-73,231.0
g14670,lcl|NC_133182.1_prot_XP_005172423.1_31319,LOC101885590,56.3,215,91,2,12,224,14,227,4.98e-70,220.0
g2689,lcl|NC_133183.1_prot_NP_001004612.1_31857,mrpl40,56.3,199,80,3,7,203,7,200,1.94e-64,199.0
g9413,lcl|NC_133181.1_prot_XP_073808741.1_23205,cldn10a,56.3,160,63,3,81,239,1,154,1.4699999999999998e-52,169.0
g425,lcl|NC_133181.1_prot_NP_001353333.1_26038,LOC108190430,56.3,142,62,0,6,147,6,147,1.12e-50,161.0
g19262,lcl|NC_133191.1_prot_XP_073780788.1_58852,si:ch211-154o6.4,56.3,174,51,5,50,221,1,151,6.23e-49,159.0
g5494,lcl|NC_133196.1_prot_XP_073790353.1_75261,ell2,56.3,112,49,0,499,610,225,336,3.23e-32,129.0
g17312,lcl|NC_133183.1_prot_NP_001186923.1_32565,cdkn2c,56.3,112,48,1,1,112,1,111,5.86e-34,119.0
g4618,lcl|NC_133199.1_prot_86512,Unknown,56.3,96,35,3,21,110,20,114,4.9e-26,96.3
g15820,lcl|NC_133181.1_prot_XP_068077866.2_24009,zbedx,56.3,64,28,0,24,87,133,196,8.06e-19,82.8
g3139,lcl|NC_133183.1_prot_XP_003199201.3_35457,tgoln2,56.3,64,28,0,393,456,548,611,5.9e-14,76.3
g11221,lcl|NC_133179.1_prot_NP_001314790.1_17320,si:ch211-161m3.6,56.3,32,14,0,756,787,85,116,7.82e-06,50.8
g8272,lcl|NC_133186.1_prot_XP_073772777.1_43891,LOC141376600,56.3,32,14,0,2,33,152,183,4.59e-05,41.2
g18161,lcl|NC_133200.1_prot_NP_001292550.1_89141,fnbp4,56.2,933,284,28,1,888,1,853,2.9000000000000002e-238,692.0
g16665,lcl|NC_133178.1_prot_XP_005163977.1_10188,tmc5,56.2,653,262,8,1,646,4,639,5.32e-239,686.0
g2848,lcl|NC_133187.1_prot_NP_001003863.1_46217,ndc80,56.2,634,273,4,8,641,4,632,5.659999999999999e-225,641.0
g21860,lcl|NC_133176.1_prot_XP_073808043.1_1777,LOC141385746,56.2,607,219,10,1,601,1,566,2.42e-222,630.0
g13298,lcl|NC_133194.1_prot_NP_001304696.1_68096,prf1.3,56.2,523,228,1,19,540,10,532,1.38e-220,624.0
g22916,lcl|NC_133183.1_prot_NP_001116713.1_32197,nr1h5,56.2,502,187,9,1,490,1,481,3.72e-173,498.0
g14343,lcl|NC_133187.1_prot_XP_073775048.1_48204,chrm3b,56.2,498,144,9,32,524,52,480,5.69e-159,463.0
g13137,lcl|NC_133178.1_prot_NP_001338581.1_10149,tom1,56.2,459,172,9,1,459,1,430,1.7599999999999998e-159,459.0
g1254,lcl|NC_133179.1_prot_NP_001411522.1_16173,si:ch211-227p7.1,56.2,386,166,3,9,392,10,394,4.76e-155,444.0
g5306,lcl|NC_133194.1_prot_XP_073786852.1_67966,thrap3b,56.2,582,197,19,347,895,32,588,9e-133,412.0
g95,lcl|NC_133197.1_prot_NP_001082946.1_77792,zgc:162255,56.2,331,122,2,1,331,1,308,6.43e-129,372.0
g19590,lcl|NC_133191.1_prot_NP_001091055.1_61334,nkd2b,56.2,390,125,13,1,376,1,358,1.62e-120,359.0
g9232,lcl|NC_133176.1_prot_NP_001243648.1_1995,dhrsx,56.2,313,136,1,13,325,12,323,6.82e-111,327.0
g22728,lcl|NC_133198.1_prot_NP_001002631.1_82786,dffa,56.2,299,118,2,1,299,1,286,7.73e-102,303.0
g1881,lcl|NC_133197.1_prot_NP_001020358.1_78653,cela1.4,56.2,235,96,3,28,256,29,262,1.86e-95,283.0
g15290,lcl|NC_133176.1_prot_XP_073803990.1_1806,hsf2bp,56.2,233,101,1,99,330,9,241,9.02e-78,241.0
g18794,lcl|NC_133183.1_prot_NP_001410201.1_33653,lmod1a,56.2,169,74,0,187,355,329,497,7.81e-57,201.0
g16382,lcl|NC_133178.1_prot_NP_001018145.2_9018,sun1b,56.2,169,71,2,467,634,827,993,3.18e-53,199.0
g13177,lcl|NC_133178.1_prot_XP_073800222.1_8873,pirt,56.2,130,53,2,5,134,97,222,8.029999999999999e-38,129.0
g5328,lcl|NC_133191.1_prot_NP_001373310.1_58997,apoa4b.3,56.2,169,72,1,21,187,1,169,5.680000000000001e-35,128.0
g2521,lcl|NC_133183.1_prot_XP_073767253.1_35027,LOC137496305,56.2,89,35,1,114,202,109,193,4.04e-28,107.0
g9728,lcl|NC_133184.1_prot_XP_073769180.1_38558,ttn.2,56.1,8552,2841,52,81,8311,1,7962,0.0,9061.0
g4792,lcl|NC_133194.1_prot_XP_001343106.4_68034,fam135b,56.1,1518,485,29,1,1380,2,1475,0.0,1424.0
g5830,lcl|NC_133192.1_prot_XP_017207306.3_63371,plb1,56.1,1068,429,12,43,1091,32,1078,0.0,1177.0
g17377,lcl|NC_133198.1_prot_XP_009295365.1_83656,fyco1a,56.1,1528,625,12,1,1514,1,1496,0.0,1151.0
g21451,lcl|NC_133189.1_prot_XP_009305920.1_51879,klb,56.1,954,369,10,56,1007,45,950,0.0,1086.0
g15883,lcl|NC_133181.1_prot_XP_005165772.1_23237,ubn2a,56.1,1278,419,43,1,1238,1,1176,0.0,1033.0
g14821,lcl|NC_133182.1_prot_XP_005161817.1_27135,si:ch211-63p21.8,56.1,801,324,7,1,801,1,773,8.740000000000001e-307,861.0
g10112,lcl|NC_133199.1_prot_XP_073796403.1_86845,epb41l3a,56.1,805,219,10,72,764,1,783,5.67e-282,797.0
g14261,lcl|NC_133178.1_prot_XP_073792590.1_9232,atxn2l,56.1,1040,310,31,42,1029,6,950,7.36e-275,796.0
g22168,lcl|NC_133198.1_prot_NP_001186030.1_82492,ccn5,56.1,353,142,5,1,349,1,344,7.61e-151,430.0
g20031,lcl|NC_133191.1_prot_NP_001384707.1_59069,spaca6,56.1,301,125,2,8,308,8,301,1.7699999999999998e-115,338.0
g851,lcl|NC_133181.1_prot_XP_021332889.1_25425,tmt1a.2,56.1,230,101,0,13,242,13,242,2.46e-99,291.0
g22376,lcl|NC_133181.1_prot_NP_956090.1_25365,bin2b,56.1,269,116,1,12,278,19,287,8.729999999999998e-91,287.0
g18064,lcl|NC_133200.1_prot_NP_001034925.1_88362,tigara,56.1,253,107,1,11,259,2,254,5.96e-96,283.0
g12548,lcl|NC_133178.1_prot_XP_009297613.1_9462,cnp,56.1,255,102,3,555,805,176,424,2.23e-81,269.0
g15005,lcl|NC_133197.1_prot_XP_073792914.1_79417,im:7147916,56.1,173,75,1,1,172,1027,1199,1.66e-57,206.0
g3423,lcl|NC_133180.1_prot_XP_068077456.1_18551,LOC137495511,56.1,139,58,2,1,139,1,136,8.25e-50,157.0
g20759,lcl|NC_133188.1_prot_NP_001076283.1_49889,chchd1,56.1,114,45,2,10,123,5,113,3.5400000000000004e-35,119.0
g20433,lcl|NC_133188.1_prot_XP_005157006.1_50712,wdfy4,56.0,3278,1305,35,1,3239,1,3181,0.0,3488.0
g8386,lcl|NC_133180.1_prot_XP_073808197.1_19089,sptbn4a,56.0,1517,452,19,1,1496,1,1322,0.0,1396.0
g986,lcl|NC_133181.1_prot_XP_005166160.1_25547,rereb,56.0,1267,420,33,1,1180,1,1216,0.0,953.0
g4966,lcl|NC_133194.1_prot_XP_073787461.1_67852,itgb8,56.0,791,312,9,15,798,18,779,3.87e-281,796.0
g1740,lcl|NC_133177.1_prot_XP_073785667.1_7237,capn10,56.0,663,270,7,7,664,30,675,1.78e-266,749.0
g18679,lcl|NC_133193.1_prot_XP_073785091.1_65314,zgc:77752,56.0,613,246,8,9,598,4,615,1.42e-222,633.0
g84,lcl|NC_133197.1_prot_XP_686507.3_78920,ecm2,56.0,770,241,9,69,833,55,731,7.67e-211,616.0
g2419,lcl|NC_133180.1_prot_XP_009300088.2_21475,fam189a2,56.0,636,189,16,1,597,1,584,2.74e-194,559.0
g17227,lcl|NC_133177.1_prot_NP_957129.2_4330,ssx2ipa,56.0,529,226,4,18,540,21,548,7.79e-178,516.0
g7239,lcl|NC_133185.1_prot_NP_997997.2_39445,oclna,56.0,504,207,6,1,502,1,491,4.1e-166,480.0
g10912,lcl|NC_133176.1_prot_XP_073805381.1_74,tmem255b,56.0,352,132,5,11,352,4,342,5.41e-136,392.0
g6821,lcl|NC_133196.1_prot_NP_001032467.1_75456,fut7,56.0,300,131,1,57,355,53,352,4.7e-122,357.0
g2960,lcl|NC_133180.1_prot_NP_001121831.1_19401,rhbdd3,56.0,325,128,3,8,330,37,348,1.08e-112,332.0
g21053,lcl|NC_133188.1_prot_NP_001071246.1_50425,smap1,56.0,473,127,13,1,406,1,459,1.34e-109,331.0
g22729,lcl|NC_133198.1_prot_NP_001116330.1_82785,masp2,56.0,273,76,1,1,229,19,291,7.28e-104,317.0
g8584,lcl|NC_133182.1_prot_XP_009301723.3_30400,irs4b,56.0,302,96,6,12,290,109,396,2.29e-86,306.0
g3951,lcl|NC_133193.1_prot_XP_073786155.1_67002,tsen34,56.0,277,109,5,12,279,35,307,5.64e-96,286.0
g13382,lcl|NC_133178.1_prot_NP_001038833.1_9396,tmem86b,56.0,250,107,2,1,248,1,249,7.14e-90,267.0
g7348,lcl|NC_133195.1_prot_NP_001038238.1_71553,atraid,56.0,216,93,1,14,229,15,228,8.11e-90,266.0
g18820,lcl|NC_133200.1_prot_NP_001119864.1_89283,zgc:172145,56.0,200,88,0,1,200,1,200,2.69e-81,242.0
g8464,lcl|NC_133196.1_prot_NP_001025130.1_75978,rtn2b,56.0,191,83,1,1,191,1,190,3.76e-63,197.0
g325,lcl|NC_133186.1_prot_NP_001107952.1_43914,csf1a,56.0,134,58,1,6,139,50,182,1.6999999999999998e-43,152.0
g7002,lcl|NC_133196.1_prot_XP_073791690.1_74242,aff1,56.0,125,51,2,886,1009,471,592,1.1e-31,135.0
g9780,lcl|NC_133195.1_prot_XP_017208189.1_73334,si:ch211-140l13.3,56.0,91,39,1,1133,1223,723,812,1.02e-22,107.0
g10306,lcl|NC_133183.1_prot_NP_997923.2_35030,ppiaa,56.0,84,36,1,19,102,82,164,9.58e-20,89.7
g10113,lcl|NC_133199.1_prot_NP_001030158.1_86789,lama1,55.9,3075,1314,18,15,3069,24,3075,0.0,3127.0
g10181,lcl|NC_133179.1_prot_NP_001041530.1_17906,fasn2,55.9,2105,895,15,6,2084,4,2101,0.0,2295.0
g11227,lcl|NC_133192.1_prot_XP_009291422.2_63599,ush2a,55.9,1937,795,14,1,1930,3359,5243,0.0,2144.0
g9837,lcl|NC_133184.1_prot_NP_958476.2_38329,pms1,55.9,875,360,12,1,863,1,861,4.95e-306,868.0
g1509,lcl|NC_133177.1_prot_XP_009296491.1_5047,sgip1b,55.9,894,331,20,1,871,1,854,1.71e-281,802.0
g16986,lcl|NC_133181.1_prot_NP_955873.1_25127,usp1,55.9,821,295,19,1,805,1,770,3.12e-253,725.0
g2253,lcl|NC_133179.1_prot_XP_003201532.2_17158,si:ch73-170d6.2,55.9,478,203,4,1,478,293,762,3.74e-177,519.0
g6058,lcl|NC_133192.1_prot_XP_021328891.2_64706,olfm4.2,55.9,460,198,2,1,455,4,463,2e-181,516.0
g4569,lcl|NC_133194.1_prot_NP_001300665.1_67889,hsf1,55.9,515,179,11,6,499,9,496,7.49e-175,503.0
g21143,lcl|NC_133189.1_prot_NP_001299842.1_52604,sqstm1,55.9,469,154,10,1,435,1,450,9.8e-148,429.0
g15749,lcl|NC_133176.1_prot_NP_956683.1_2900,stn1,55.9,365,150,4,7,364,8,368,3.59e-136,394.0
g21234,lcl|NC_133189.1_prot_NP_001116072.1_51843,spry1,55.9,320,85,10,37,353,14,280,7.8e-104,309.0
g22828,lcl|NC_133185.1_prot_XP_073771059.1_41168,crebzf,55.9,263,99,6,1,257,1,252,4.8e-72,226.0
g9900,lcl|NC_133184.1_prot_XP_001332088.1_37586,commd6,55.9,195,86,0,5,199,5,199,2.9500000000000003e-72,219.0
g2602,lcl|NC_133183.1_prot_XP_068079177.1_31738,si:ch211-87m7.1,55.9,383,140,2,7,389,9,362,1.9899999999999997e-54,185.0
g19124,lcl|NC_133191.1_prot_NP_001038221.1_60556,cmtm6,55.9,188,71,4,6,188,7,187,3.7200000000000004e-56,177.0
g13886,lcl|NC_133199.1_prot_NP_001013472.2_86461,zgc:112185,55.9,152,53,3,159,298,75,224,2.09e-38,137.0
g7227,lcl|NC_133186.1_prot_NP_571424.1_45267,hesx1,55.9,59,26,0,125,183,80,138,1.01e-11,63.9
g20041,lcl|NC_133197.1_prot_XP_073793006.1_78006,LOC566710,55.9,34,15,0,604,637,91,124,5.76e-05,48.9
g17259,lcl|NC_133183.1_prot_XP_073766283.1_32743,obscna,55.8,1481,568,25,51,1499,5277,6702,0.0,1413.0
g16592,lcl|NC_133181.1_prot_XP_073809696.1_23121,cep170ab,55.8,1372,490,39,1,1334,1,1293,0.0,1145.0
g16437,lcl|NC_133186.1_prot_XP_073772579.1_43297,gpr179,55.8,1145,465,18,77,1200,68,1192,0.0,1137.0
g4832,lcl|NC_133194.1_prot_NP_001096146.2_69875,anln,55.8,1189,449,30,1,1148,1,1153,0.0,1026.0
g14358,lcl|NC_133182.1_prot_XP_073763540.1_30921,sh3tc1,55.8,824,347,5,509,1329,4,813,1.06e-304,877.0
g5948,lcl|NC_133192.1_prot_NP_991222.1_63461,cnksr1,55.8,859,289,15,1,847,1,780,4.16e-298,841.0
g2099,lcl|NC_133199.1_prot_XP_021325827.1_86844,epb41l3a,55.8,964,309,16,82,989,1,903,1.58e-291,834.0
g18275,lcl|NC_133193.1_prot_NP_001186664.1_65980,zwilch,55.8,597,242,8,1,590,1,582,3.3600000000000003e-226,640.0
g23060,lcl|NC_133198.1_prot_XP_068072759.1_83190,tpx2,55.8,724,290,13,7,710,3,716,2.3e-214,620.0
g6456,lcl|NC_133196.1_prot_XP_001332564.5_75351,odf2a,55.8,837,362,4,1,835,1,831,5.21e-207,610.0
g1590,lcl|NC_133177.1_prot_XP_005171217.1_4893,cdc7,55.8,608,174,13,11,600,17,547,6.58e-200,572.0
g12428,lcl|NC_133178.1_prot_XP_073800317.1_9144,znf653,55.8,660,227,12,10,644,4,623,1.42e-180,528.0
g18519,lcl|NC_133200.1_prot_NP_956429.2_87654,saal1,55.8,446,184,4,18,458,19,456,3.96e-161,466.0
g15971,lcl|NC_133176.1_prot_NP_955909.2_2723,serhl,55.8,328,143,1,1,328,1,326,5.59e-133,383.0
g19909,lcl|NC_133191.1_prot_XP_073781924.1_58004,ccr8.2,55.8,351,141,5,36,380,65,407,7.030000000000001e-129,378.0
g1509,lcl|NC_133180.1_prot_XP_073806517.1_20278,fcho2,55.8,353,140,6,505,851,688,1030,6.18e-110,363.0
g601,lcl|NC_133186.1_prot_XP_073772154.1_43743,slc2a9l1,55.8,312,138,0,180,491,23,334,1.02e-110,333.0
g19519,lcl|NC_133191.1_prot_NP_001183991.1_58408,dbpb,55.8,387,137,8,1,367,1,373,8.02e-112,332.0
g22467,lcl|NC_133183.1_prot_XP_073766529.1_33489,LOC141375633,55.8,344,131,8,2,344,8,331,2.89e-111,328.0
g18954,lcl|NC_133179.1_prot_XP_073802169.1_13139,foxp2,55.8,310,104,4,207,502,105,395,8.97e-99,310.0
g12626,lcl|NC_133178.1_prot_NP_001038864.1_10670,pheta2,55.8,283,101,3,1,261,1,281,5.61e-103,302.0
g4634,lcl|NC_133178.1_prot_NP_001103238.1_12346,nptx2a,55.8,206,90,1,500,705,221,425,4.89e-84,274.0
g18711,lcl|NC_133200.1_prot_XP_021326345.2_88474,fam185a,55.8,226,100,0,164,389,1,226,7.34e-82,251.0
g571,lcl|NC_133181.1_prot_NP_001038512.1_24253,cidec,55.8,231,89,2,1,219,1,230,1.62e-83,250.0
g23111,lcl|NC_133199.1_prot_NP_001417845.1_86500,crp7,55.8,190,83,1,25,214,23,211,2.3e-70,216.0
g10188,lcl|NC_133199.1_prot_NP_001122247.1_86131,zgc:195173,55.8,156,69,0,5,160,6,161,9.13e-66,199.0
g4178,lcl|NC_133190.1_prot_XP_073779380.1_54768,zgc:153184,55.8,120,48,2,75,194,16,130,8.420000000000001e-27,105.0
g2435,lcl|NC_133180.1_prot_XP_005165597.3_21312,slf1,55.8,43,18,1,27,68,631,673,5.62e-06,51.6
g14883,lcl|NC_133198.1_prot_XP_073795561.1_83913,camta2,55.7,1661,469,45,1,1599,1,1456,0.0,1323.0
g535,lcl|NC_133186.1_prot_XP_001920944.5_43812,taf4a,55.7,853,306,20,36,854,6,820,7.49e-215,630.0
g14626,lcl|NC_133182.1_prot_NP_001077311.2_28627,senp3b,55.7,582,195,9,1,556,1,545,3.6e-197,563.0
g5919,lcl|NC_133192.1_prot_XP_009291343.2_63279,si:ch211-15d5.11,55.7,569,202,10,216,776,52,578,1.3e-178,526.0
g19456,lcl|NC_133191.1_prot_XP_068070359.1_61106,rftn1b,55.7,503,191,8,1,489,1,485,1.11e-162,481.0
g10268,lcl|NC_133199.1_prot_XP_005162641.1_84655,otud1,55.7,460,152,11,1,444,1,424,1.46e-153,444.0
g19234,lcl|NC_133191.1_prot_XP_021322713.1_61160,znf385d,55.7,442,158,9,4,442,5,411,2.6e-139,407.0
g14568,lcl|NC_133182.1_prot_NP_001104707.1_28041,snx15,55.7,386,135,8,1,358,1,378,9.709999999999999e-113,355.0
g20422,lcl|NC_133188.1_prot_NP_001139089.1_50768,mettl18,55.7,352,125,4,1,352,1,321,1.42e-119,350.0
g10931,lcl|NC_133180.1_prot_XP_021332154.1_19623,si:dkey-49o11.1,55.7,298,126,3,259,551,1,297,9.130000000000001e-103,329.0
g4490,lcl|NC_133190.1_prot_NP_001306114.1_56364,tsku,55.7,348,153,1,10,357,1,347,1.02e-108,323.0
g19493,lcl|NC_133191.1_prot_NP_001038809.1_58336,nat14,55.7,282,117,2,1,276,1,280,2.53e-102,301.0
g11452,lcl|NC_133182.1_prot_NP_001071247.1_29772,npsn,55.7,210,90,3,48,255,64,272,9.52e-74,228.0
g16970,lcl|NC_133198.1_prot_NP_956836.1_84030,zgc:65873,55.7,221,82,3,1,215,1,211,3.4399999999999994e-67,207.0
g477,lcl|NC_133181.1_prot_XP_068078129.1_25616,rab44,55.7,185,82,0,2231,2415,1768,1952,3.32e-51,203.0
g11027,lcl|NC_133182.1_prot_NP_001313638.1_31202,adma,55.7,176,71,4,1,174,1,171,8.27e-57,177.0
g3384,lcl|NC_133183.1_prot_NP_001013566.1_34736,pop5,55.7,167,72,1,1,165,1,167,4.68e-56,175.0
g2002,lcl|NC_133199.1_prot_XP_073796605.1_84793,myripb,55.7,176,65,5,1497,1666,515,683,3.77e-34,144.0
g15840,lcl|NC_133176.1_prot_XP_003197682.2_737,mgarpb,55.7,79,33,1,1,77,2,80,1.52e-21,94.7
g15183,lcl|NC_133197.1_prot_XP_009294487.1_79153,si:ch211-246m6.5,55.6,1784,619,23,15,1701,14,1721,0.0,1848.0
g22158,lcl|NC_133198.1_prot_XP_009295210.1_82496,itih6,55.6,1195,458,14,35,1209,31,1172,0.0,1150.0
g22566,lcl|NC_133183.1_prot_XP_073765627.1_33619,mov10b.1,55.6,870,360,14,145,999,4,862,8.33e-319,903.0
g9600,lcl|NC_133184.1_prot_NP_001296746.1_37905,efhc2,55.6,747,293,4,1,709,1,746,2.9100000000000003e-296,830.0
g11672,lcl|NC_133182.1_prot_NP_001417912.1_27966,ntn4,55.6,597,234,5,29,625,28,593,2.1000000000000004e-258,724.0
g17382,lcl|NC_133195.1_prot_NP_956433.1_71918,cyp2p6,55.6,489,216,1,13,500,8,496,4.2e-200,567.0
g15100,lcl|NC_133176.1_prot_NP_001083027.2_40,f7l,55.6,421,180,5,13,428,12,430,2.07e-172,491.0
g5284,lcl|NC_133194.1_prot_XP_073788055.1_70468,prdm1b,55.6,734,234,17,1,717,1,659,3.06e-160,479.0
g11322,lcl|NC_133193.1_prot_NP_001038564.1_66495,mthfsd,55.6,435,137,6,2,434,1,381,1.31e-144,420.0
g2758,lcl|NC_133183.1_prot_NP_001003778.1_31753,mrps27,55.6,396,163,3,1,395,1,384,4.21e-143,415.0
g8360,lcl|NC_133185.1_prot_XP_021335069.2_41235,si:ch73-261i21.5,55.6,369,162,1,1,369,109,475,1.17e-142,415.0
g12578,lcl|NC_133178.1_prot_XP_021327056.1_9339,st8sia6,55.6,360,153,5,4,358,2,359,3.85e-144,414.0
g8907,lcl|NC_133182.1_prot_XP_687183.1_28454,adad2,55.6,376,165,1,31,406,143,516,2.28e-141,414.0
g6552,lcl|NC_133196.1_prot_NP_571041.1_75920,ndr1,55.6,376,143,7,9,382,39,392,1.19e-137,399.0
g3657,lcl|NC_133190.1_prot_NP_001296782.1_55172,gpr184,55.6,315,138,2,9,322,4,317,7.88e-116,340.0
g22129,lcl|NC_133186.1_prot_XP_073772109.1_44146,olfml3b,55.6,259,111,2,147,403,1,257,2.99e-105,313.0
g19130,lcl|NC_133191.1_prot_NP_001095865.1_60561,si:dkey-11p23.7,55.6,261,114,2,19,278,20,279,2.31e-103,305.0
g6512,lcl|NC_133196.1_prot_NP_001269322.1_75784,si:ch211-222n4.2,55.6,259,105,7,67,319,2,256,4.8e-73,228.0
g11865,lcl|NC_133179.1_prot_NP_001006066.1_14180,cradd,55.6,198,87,1,1,197,1,198,1.8999999999999998e-68,209.0
g7136,lcl|NC_133183.1_prot_NP_001244078.1_35155,kank3,55.6,270,119,1,988,1256,639,908,3.4900000000000003e-47,186.0
g15103,lcl|NC_133176.1_prot_NP_001313449.1_45,prozb,55.6,151,66,1,22,171,26,176,2.64e-46,167.0
g6971,lcl|NC_133180.1_prot_NP_001082912.1_19988,tmem119b,55.6,108,48,0,71,178,74,181,5.56e-27,108.0
g5038,lcl|NC_133184.1_prot_NP_001116771.1_36874,sgo2,55.6,45,20,0,585,629,796,840,4.76e-07,55.5
g20534,lcl|NC_133196.1_prot_NP_852104.3_75613,gnrh2,55.6,27,12,0,12,38,13,39,4.15e-05,40.4
g15158,lcl|NC_133190.1_prot_NP_001107027.1_55039,cadm2b,55.6,36,16,0,40,75,334,369,0.000368,40.0
g6314,lcl|NC_133192.1_prot_XP_005158613.2_63434,nrde2,55.5,1213,473,20,1,1204,1,1155,0.0,1146.0
g2383,lcl|NC_133183.1_prot_XP_021334184.1_35500,adgrd2,55.5,1061,443,13,21,1066,99,1145,0.0,1105.0
g8001,lcl|NC_133179.1_prot_NP_001004113.1_12579,agbl5,55.5,967,311,21,1,946,1,869,0.0,916.0
g22835,lcl|NC_133198.1_prot_NP_956632.1_80689,ap4b1,55.5,805,277,9,1,805,1,724,7.77e-298,837.0
g20991,lcl|NC_133199.1_prot_XP_073796384.1_86848,epb41l3a,55.5,931,321,16,82,962,1,888,1.96e-289,827.0
g10403,lcl|NC_133199.1_prot_NP_001373459.1_84997,mtrr,55.5,755,269,7,32,777,1,697,2.89e-279,787.0
g18673,lcl|NC_133200.1_prot_NP_956069.1_87415,hdac10,55.5,678,284,8,2,667,4,675,2.78e-257,726.0
g2830,lcl|NC_133183.1_prot_XP_699335.4_35287,rasef,55.5,730,277,15,2,711,3,704,3.8300000000000003e-237,677.0
g12658,lcl|NC_133178.1_prot_NP_001410329.1_9933,nptxra,55.5,555,211,12,1,549,1,525,3.8e-185,532.0
g21276,lcl|NC_133189.1_prot_NP_001018423.1_54447,slc49a3,55.5,463,200,3,2,463,4,461,1.21e-171,493.0
g20567,lcl|NC_133184.1_prot_NP_001074142.1_37603,dachd,55.5,485,166,10,58,518,59,517,1.43e-146,439.0
